"batch_id","run_id","jcm","ccrs_mode","agent_label","step","file","line","sequence","timestamp_ms","duration_ms","previous_cell","cell","opp_ccrs_detected_count","contingency_ccrs_invocation_count"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","264","mas-0.log","4026","4026","46912804","123","http://127.0.1.1:8080/cells/33/24","http://127.0.1.1:8080/cells/32/24","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","265","mas-0.log","4041","4041","46912935","131","http://127.0.1.1:8080/cells/32/24","http://127.0.1.1:8080/cells/31/24","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","266","mas-0.log","4056","4056","46913072","137","http://127.0.1.1:8080/cells/31/24","http://127.0.1.1:8080/cells/31/25","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","267","mas-0.log","4071","4071","46913217","145","http://127.0.1.1:8080/cells/31/25","http://127.0.1.1:8080/cells/31/26","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","268","mas-0.log","4086","4086","46913333","116","http://127.0.1.1:8080/cells/31/26","http://127.0.1.1:8080/cells/31/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","269","mas-0.log","4101","4101","46913476","143","http://127.0.1.1:8080/cells/31/27","http://127.0.1.1:8080/cells/31/28","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","270","mas-0.log","4117","4117","46913606","130","http://127.0.1.1:8080/cells/31/28","http://127.0.1.1:8080/cells/31/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","271","mas-0.log","4133","4133","46913731","125","http://127.0.1.1:8080/cells/31/29","http://127.0.1.1:8080/cells/30/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","272","mas-0.log","4148","4148","46913864","133","http://127.0.1.1:8080/cells/30/29","http://127.0.1.1:8080/cells/29/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","273","mas-0.log","4163","4163","46913993","129","http://127.0.1.1:8080/cells/29/29","http://127.0.1.1:8080/cells/29/28","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","274","mas-0.log","4178","4178","46914120","127","http://127.0.1.1:8080/cells/29/28","http://127.0.1.1:8080/cells/29/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","275","mas-0.log","4193","4193","46914254","134","http://127.0.1.1:8080/cells/29/27","http://127.0.1.1:8080/cells/29/26","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","276","mas-0.log","4208","4208","46914376","122","http://127.0.1.1:8080/cells/29/26","http://127.0.1.1:8080/cells/29/25","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","277","mas-0.log","4222","4222","46914509","133","http://127.0.1.1:8080/cells/29/25","http://127.0.1.1:8080/cells/29/24","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","278","mas-0.log","4235","4235","46914637","128","http://127.0.1.1:8080/cells/29/24","http://127.0.1.1:8080/cells/29/25","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","279","mas-0.log","4249","4249","46914771","134","http://127.0.1.1:8080/cells/29/25","http://127.0.1.1:8080/cells/29/26","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","280","mas-0.log","4263","4263","46914919","148","http://127.0.1.1:8080/cells/29/26","http://127.0.1.1:8080/cells/29/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","281","mas-0.log","4277","4277","46915056","137","http://127.0.1.1:8080/cells/29/27","http://127.0.1.1:8080/cells/29/28","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","282","mas-0.log","4291","4291","46915192","136","http://127.0.1.1:8080/cells/29/28","http://127.0.1.1:8080/cells/29/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","283","mas-0.log","4305","4305","46915333","141","http://127.0.1.1:8080/cells/29/29","http://127.0.1.1:8080/cells/30/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","284","mas-0.log","4320","4320","46915471","138","http://127.0.1.1:8080/cells/30/29","http://127.0.1.1:8080/cells/31/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","285","mas-0.log","4336","4336","46915604","133","http://127.0.1.1:8080/cells/31/29","http://127.0.1.1:8080/cells/31/30","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","286","mas-0.log","4351","4351","46915719","115","http://127.0.1.1:8080/cells/31/30","http://127.0.1.1:8080/cells/32/30","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","287","mas-0.log","4367","4367","46915856","137","http://127.0.1.1:8080/cells/32/30","http://127.0.1.1:8080/cells/33/30","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","288","mas-0.log","4383","4383","46915993","137","http://127.0.1.1:8080/cells/33/30","http://127.0.1.1:8080/cells/33/31","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","289","mas-0.log","4398","4398","46916125","132","http://127.0.1.1:8080/cells/33/31","http://127.0.1.1:8080/cells/33/32","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","290","mas-0.log","4414","4414","46916258","133","http://127.0.1.1:8080/cells/33/32","http://127.0.1.1:8080/cells/33/33","0","0"
